equipmentid,description,dept,deptid,purchasedate,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,mpg2020,emissions2020
31565,2018 FORD TAURUS AWD',Police Department - Administrative/Technical Services,10151502,5/30/2018,"$27,424.00","$17,901.78","5,637","12,796",$46.88,17.18,794.3113484
31568,2018 FORD TAURUS AWD',Police Department - Operations,10151506,5/22/2018,"$27,424.00","$17,901.78","36,418","62,337","$3,829.42",23,3833.390348
31567,2018 FORD TAURUS AWD',Police Department - Operations,10151506,6/21/2018,"$27,424.00","$18,282.67","28,283","41,234","$3,067.72",23,2977.093174
31576,2018 FORD TAURUS AWD',Police Department - Operations,10151506,5/22/2018,"$27,424.00","$17,901.78","33,301","69,467","$4,055.88",32.13,2509.334987
31595,2018 FORD F350',DPW: General Surveying,10707209,7/24/2018,"$32,897.00","$25,891.16","14,925","20,722",$220.91,10.48,3447.165712
31795,2020 FORD EXPLORER AWD',Police Department - Support Operations,10151507,4/7/2020,"$39,186.00","$38,097.50","1,175",518,"$2,594.44",19.52,145.7484064
31639,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","15,192","22,123","$1,904.60",8.4,4377.885631
31646,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","14,730","17,404","$1,344.06",8.91,4000.281621
31611,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,9/19/2018,"$33,085.00","$23,435.21","41,095","49,934","$2,659.22",9.27,10733.54696
31610,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","13,972","22,350",$561.29,9.48,3567.144322
31631,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,9/19/2018,"$33,085.00","$23,435.21","9,739","17,385",$301.55,9.54,2470.799711
31640,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","33,099","52,345","$4,025.73",9.7,8261.251331
31642,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","8,666","13,854",$272.20,9.75,2151.678363
31647,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","10,357","12,345",$299.05,9.81,2556.339305
31636,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","43,877","58,222","$3,591.58",9.87,10760.70009
31603,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","15,463","17,824",$792.38,10.04,3729.079159
31796,2020 FORD EXPLORER AWD',Police Department - Support Operations,10151507,4/7/2020,"$39,186.00","$38,097.50","3,080","1,994",$198.92,21.7,343.5906512
31627,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","8,834","17,958",$398.57,10.36,2064.19354
31616,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","17,578","17,938",$927.50,10.39,4096.08905
31612,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","27,377","27,679","$1,529.89",10.53,6292.394564
31615,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","10,048","11,755",$159.73,10.57,2301.749733
31622,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","35,805","44,654","$3,308.51",10.63,8151.2261
31619,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","40,616","45,621","$3,566.65",11.1,8856.609738
31625,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","10,751","11,216",$189.53,11.14,2337.453213
31637,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","14,466","15,371",$620.98,11.29,3100.936484
31621,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","50,862","54,827","$3,764.43",11.42,10781.61533
31648,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","44,540","49,390","$3,699.67",11.55,9338.993118
31633,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","62,720","68,123","$4,187.52",11.61,13081.73248
31643,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,9/19/2018,"$33,085.00","$23,435.21","12,660","14,269","$1,550.06",11.64,2633.001043
31614,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","17,756","24,846",$758.16,11.66,3687.587155
31634,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","57,830","74,058","$3,644.38",11.7,11962.04442
31651,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","45,127","55,057","$4,227.88",11.81,9254.204054
31606,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,9/19/2018,"$33,085.00","$23,435.21","19,326","26,093","$1,058.19",11.86,3944.01621
31624,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","29,519","36,163","$1,175.40",12.15,5880.118731
31618,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,9/19/2018,"$33,085.00","$23,435.21","16,023","22,350",$747.58,12.18,3184.823209
31645,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","6,892","15,471",$395.73,12.48,1337.010353
31630,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","8,119","14,352",$612.17,12.53,1568.269638
31626,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/28/2018,"$33,085.00","$22,975.69","36,977","40,008","$1,292.40",12.63,7088.983834
31635,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","7,817","12,162",$91.53,12.75,1484.711271
31623,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","10,776","12,069",$122.52,13.13,1987.250053
31638,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","10,322","11,147",$355.15,13.18,1895.368717
31641,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","44,759","59,397","$2,412.20",13.59,7972.090394
31650,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","14,621","19,505",$234.67,13.82,2561.119642
31629,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/7/2018,"$33,085.00","$22,975.69","38,946","58,101","$3,504.33",13.91,6778.284628
31798,2020 FORD EXPLORER AWD',Police Department - Support Operations,10151507,4/7/2020,"$39,186.00","$38,097.50","1,196",243,$223.84,32.62,88.77199259
31609,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,9/19/2018,"$33,085.00","$23,435.21","8,473","17,302",$729.77,14.27,1437.37759
31878,2019 FORD E450',DPW: Bureau of Transportation,10707704,5/19/2020,"$60,559.00","$59,998.27",473,446,$126.36,14,81.77687455
31617,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","59,691","79,885","$3,748.49",15.73,9187.473407
31644,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","15,542","18,877",$688.73,17.25,2181.228426
31628,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/2/2018,"$33,085.00","$22,975.69","10,776","11,510",$126.74,24.57,1061.956666
31632,2018 FORD EXPLORER AWD',Police Department - Operations,10151506,8/20/2018,"$33,085.00","$22,975.69","39,147","49,774","$3,498.07",29.24,3240.868291
31684,2018 FORD ESCAPE',Police Department - Office of the Chief,10151501,7/4/2019,"$17,948.57","$15,206.43","5,718","9,109",$254.91,33.22,416.7268921
31709,2018 DODGE JOURNEY',Police Department - Operations,10151506,10/3/2019,"$16,995.00","$15,106.67","5,278","26,799",$520.23,23,555.5668696
31599,2018 Chrysler PACIFICA',Police Department - Operations,10151506,9/4/2018,"$25,238.00","$17,876.92","8,408","32,642",$625.12,23,885.0333913
31663,2018 Chrysler PACIFICA',Police Department - Investigative Services,10151503,11/15/2018,"$25,400.00","$18,697.22","26,641","70,317","$1,428.62",34.12,1890.16514
31668,2018 CHEVROLET VAN CARGO',Department of Health (Admin),10303001,1/24/2019,"$24,700.00","$20,812.04","13,035","38,457","$1,042.57",29.73,1061.344964
31874,2018 CHEVROLET MALIBU',Police Department - Investigative Services,10151503,2/28/2020,"$16,071.00","$15,178.17","1,409","7,913",$44.42,31,110.0383548
31660,2018 CHEVROLET IMPALA',County Council,10484801,11/20/2018,"$21,250.00","$15,642.36","5,134","29,569",$342.52,25,497.17656
31661,2018 CHEVROLET IMPALA',Police Department - Operations,10151506,11/15/2018,"$21,150.00","$15,568.75","16,226","42,440","$2,158.19",25,1571.32584
31656,2018 CHEVROLET IMPALA',Police Department - Operations,10151506,10/18/2018,"$19,950.00","$14,408.33","17,333","55,828",$251.98,25,1678.52772
31659,2018 CHEVROLET IMPALA',0,0,11/15/2018,"$21,900.00","$16,120.83","10,825","38,700","$2,226.77",71.99,364.0448003
31665,2018 CHEVROLET IMPALA',0,0,1/17/2019,"$19,125.00","$14,609.38","23,995","49,357",$868.74,44.03,1319.375841
31682,2018 CHEVROLET IMPALA',0,0,7/4/2019,"$17,270.00","$14,631.53","25,726","59,500","$2,343.48",51.25,1215.349011
31673,2018 CHEVROLET EQUINOX (SUV)',Police Department - Investigative Services,10151503,4/9/2019,"$19,603.77","$15,791.93","18,182","23,463",$316.11,27,1630.319333
31672,2018 CHEVROLET EQUINOX (SUV)',Police Department - Investigative Services,10151503,4/9/2019,"$19,603.77","$15,791.93","16,630","22,076",$701.69,38.25,1052.544105
31593,2018 CHEVROLET EQUINOX (SUV)',Police Department - Investigative Services,10151503,7/12/2018,"$22,725.00","$15,465.63","15,800","42,795",$216.67,38.3,998.63164
31654,2017 MITSUBISHI OUTLANDER',0,0,8/29/2018,"$16,545.00","$11,489.58","27,624","47,810",$-,#VALUE!,#VALUE!
31708,2017 JEEP CHEROKEE',County Council,10484801,9/27/2019,"$21,288.00","$19,514.00","5,751","43,554",$157.03,24,580.132125
31683,2017 HONDA CR-V',Police Department - Investigative Services,10151503,7/26/2019,"$17,896.85","$15,162.61","11,418","49,507",$779.24,29,953.2061379
31470,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/12/2017,"$26,920.00","$13,833.89","11,004","29,293","$1,191.12",8.88,2998.784453
31456,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/28/2017,"$26,920.00","$13,833.89","36,441","93,245","$3,080.79",9.92,8894.651882
31455,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/11/2017,"$26,920.00","$13,833.89","33,984","76,807","$6,700.66",10.04,8197.618639
31447,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","46,491","120,783","$6,409.65",10.15,11084.87266
31458,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/11/2017,"$26,920.00","$13,833.89","34,971","96,893","$6,470.73",10.21,8293.047916
31467,2017 FORD TAURUS AWD',County Sheriff,10181801,7/11/2017,"$26,920.00","$13,833.89","14,334","68,469","$2,047.78",10.31,3364.631527
31476,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","36,735","94,377","$6,814.63",10.58,8408.642446
31452,2017 FORD TAURUS AWD',County Sheriff,10181801,7/13/2017,"$26,920.00","$13,833.89","11,789","67,217",$770.18,10.6,2692.496697
31450,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","28,187","89,635","$3,644.85",10.76,6343.368986
31460,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","45,079","104,233","$5,766.09",10.86,10046.55003
31483,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","33,253","77,135","$5,224.06",11.02,7303.473499
31457,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","12,763","36,804",$459.69,11.08,2788.628849
31448,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","24,994","79,932","$4,324.42",11.24,5384.290593
31451,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/12/2017,"$26,920.00","$13,833.89","48,719","142,200","$9,739.54",11.48,10277.66974
31471,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","36,693","89,414","$4,194.06",11.57,7680.959277
31480,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","8,716","32,356",$699.17,11.88,1776.85491
31465,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","25,775","64,113","$3,128.30",12.02,5190.100711
31466,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","21,127","64,086","$1,539.20",12.08,4234.110739
31464,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/11/2017,"$26,920.00","$13,833.89","41,791","98,679","$4,998.15",12.21,8285.033568
31478,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/28/2017,"$26,920.00","$13,833.89","28,413","80,197","$4,349.82",12.27,5604.439995
31482,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","11,543","42,413","$1,104.40",12.28,2276.104233
31485,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","21,929","60,366","$2,100.34",12.35,4298.024519
31479,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/28/2017,"$26,920.00","$13,833.89","37,930","96,048","$3,540.81",12.51,7340.861488
31474,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","30,679","89,314","$3,480.38",12.51,5935.023041
31472,2017 FORD TAURUS AWD',County Sheriff,10181801,7/13/2017,"$26,920.00","$13,833.89","13,620","73,613",$787.60,12.54,2630.028942
31449,2017 FORD TAURUS AWD',County Sheriff,10181801,7/11/2017,"$26,920.00","$13,833.89","15,678","67,120",$352.12,12.63,3005.288066
31481,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/21/2017,"$26,920.00","$13,833.89","31,172","88,284","$1,243.58",12.69,5945.55906
31475,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/13/2017,"$26,920.00","$13,833.89","18,987","43,445","$1,636.40",12.73,3610.384479
31484,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/18/2017,"$26,920.00","$13,833.89","44,025","96,299","$7,001.37",13.03,8180.497048
31453,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/11/2017,"$26,920.00","$13,833.89","46,655","89,308","$6,045.61",13.51,8363.233368
31461,2017 FORD TAURUS AWD',Police Department - Community Resources,10151508,7/11/2017,"$26,920.00","$13,833.89","9,999","16,272",$241.89,16.51,1465.873641
31486,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/21/2017,"$26,920.00","$13,833.89","11,506","17,514",$837.97,23,1211.131565
31459,2017 FORD TAURUS AWD',Police Department - Operations,10151506,7/11/2017,"$26,920.00","$13,833.89","27,357","68,818","$3,939.78",23,2879.621609
31423,2017 FORD FUSION',Police Department - Operations,10151506,4/18/2017,"$18,004.00","$8,501.89","5,738","15,793",$42.06,21.18,655.8292352
31432,2017 FORD FUSION',Police Department - Community Resources,10151508,5/8/2017,"$18,004.00","$8,751.94","8,535","29,594",$47.51,22.75,908.2564952
31420,2017 FORD FUSION',Police Department - Investigative Services,10151503,5/19/2017,"$18,004.00","$8,751.94","15,122","50,503","$1,238.42",23.84,1535.825817
31430,2017 FORD FUSION',Police Department - Operations,10151506,5/19/2017,"$18,004.00","$8,751.94","7,943","24,366",$586.10,24.32,790.6430807
31436,2017 FORD FUSION',Police Department - Operations,10151506,5/8/2017,"$18,004.00","$8,751.94","11,606","24,568",$709.28,24.77,1134.48128
31433,2017 FORD FUSION',Police Department - Investigative Services,10151503,6/2/2017,"$18,004.00","$9,002.00","20,150","43,974",$576.60,24.87,1961.52105
31435,2017 FORD FUSION',Police Department - Community Resources,10151508,6/2/2017,"$18,004.00","$9,002.00","7,937","26,306",$200.05,25.13,764.7038152
31437,2017 FORD FUSION',Police Department - Investigative Services,10151503,5/25/2017,"$18,004.00","$8,751.94","12,071","38,658",$233.01,25.18,1160.473772
31426,2017 FORD FUSION',Police Department - Investigative Services,10151503,5/8/2017,"$18,004.00","$8,751.94","21,160","52,447",$670.37,25.32,2023.455265
31421,2017 FORD FUSION',Police Department - Vice/Narcotics,10151504,5/8/2017,"$18,004.00","$8,751.94","14,411","47,536",$861.78,25.33,1377.219838
31439,2017 FORD FUSION',Police Department - Office of the Chief,10151501,6/2/2017,"$18,004.00","$9,002.00","10,357","31,455",$664.65,25.87,969.2445392
31422,2017 FORD FUSION',Police Department - Community Resources,10151508,5/25/2017,"$18,004.00","$8,751.94","12,865","37,685",$349.70,26.29,1184.603909
31438,2017 FORD FUSION',Police Department - Investigative Services,10151503,5/19/2017,"$18,004.00","$8,751.94","25,882","69,710",$895.36,26.56,2358.809215
31428,2017 FORD FUSION',Police Department - Investigative Services,10151503,5/8/2017,"$18,004.00","$8,751.94","19,195","49,328",$840.87,27.18,1709.448198
31427,2017 FORD FUSION',Police Department - Investigative Services,10151503,6/2/2017,"$18,004.00","$9,002.00","13,332","29,743",$274.75,27.32,1181.542769
31434,2017 FORD FUSION',Police Department - Investigative Services,10151503,6/2/2017,"$18,004.00","$9,002.00","22,872","65,269",$608.36,27.59,2006.824607
31425,2017 FORD FUSION',Police Department - Investigative Services,10151503,5/19/2017,"$18,004.00","$8,751.94","20,735","69,728",$370.12,28,1792.976837
